,Player,Salary,Team,League,Position,Salary_mean,Salary_std_dev,Z_Score,Salary_pos_mean,Salary_pos_std_dev,Pos_Z_Score
2492,Morgan Cox,1000000.0,BAL,NFL,OL,1865575.6680650236,2803262.809009894,-0.30877435582671714,2252093.4141104296,2819392.806415168,-0.4441003790821382
2493,Denzelle Good,1000000.0,OAK,NFL,OL,1865575.6680650236,2803262.809009894,-0.30877435582671714,2252093.4141104296,2819392.806415168,-0.4441003790821382
2494,Shaquil Barrett,1000000.0,TAM,NFL,DB,1865575.6680650236,2803262.809009894,-0.30877435582671714,1625022.3136,2254047.8559978665,-0.2772888392484031
2495,Nick O'Leary,1000000.0,2TM,NFL,TE,1865575.6680650236,2803262.809009894,-0.30877435582671714,1329269.2357723578,1544766.0487260278,-0.21315152287552339
2496,Kyle Fuller,1000000.0,CHI,NFL,DB,1865575.6680650236,2803262.809009894,-0.30877435582671714,1625022.3136,2254047.8559978665,-0.2772888392484031
2497,Jordan Matthews,1000000.0,2TM,NFL,WR,1865575.6680650236,2803262.809009894,-0.30877435582671714,1993462.2663755459,3137065.53391795,-0.316685212863497
2498,Malik Jackson,1000000.0,PHI,NFL,DL,1865575.6680650236,2803262.809009894,-0.30877435582671714,2077984.6077170419,3120634.2618199256,-0.3454376633961492
2499,C.J. Mosley,1000000.0,NYJ,NFL,DB,1865575.6680650236,2803262.809009894,-0.30877435582671714,1625022.3136,2254047.8559978665,-0.2772888392484031
2500,Morgan Burnett,1000000.0,CLE,NFL,DB,1865575.6680650236,2803262.809009894,-0.30877435582671714,1625022.3136,2254047.8559978665,-0.2772888392484031
2501,Brandon Bolden,1000000.0,NWE,NFL,RB,1865575.6680650236,2803262.809009894,-0.30877435582671714,1097152.980263158,1081426.387151682,-0.08983781181726537
2502,Matt Paradis,1000000.0,CAR,NFL,OL,1865575.6680650236,2803262.809009894,-0.30877435582671714,2252093.4141104296,2819392.806415168,-0.4441003790821382
2503,Daniel McCullers,1000000.0,PIT,NFL,DL,1865575.6680650236,2803262.809009894,-0.30877435582671714,2077984.6077170419,3120634.2618199256,-0.3454376633961492
2504,James Develin,1000000.0,NWE,NFL,RB,1865575.6680650236,2803262.809009894,-0.30877435582671714,1097152.980263158,1081426.387151682,-0.08983781181726537
2505,Za'Darius Smith,1000000.0,GNB,NFL,DL,1865575.6680650236,2803262.809009894,-0.30877435582671714,2077984.6077170419,3120634.2618199256,-0.3454376633961492
2506,Tavon Wilson,1000000.0,DET,NFL,DB,1865575.6680650236,2803262.809009894,-0.30877435582671714,1625022.3136,2254047.8559978665,-0.2772888392484031
2507,Cyrus Jones,996000.0,BAL,NFL,DB,1865575.6680650236,2803262.809009894,-0.310201264494411,1625022.3136,2254047.8559978665,-0.2790634244637774
2508,Vonn Bell,991677.0,NOR,NFL,DB,1865575.6680650236,2803262.809009894,-0.3117433960370211,1625022.3136,2254047.8559978665,-0.2809813074352932
2509,Quincy Wilson,989207.0,IND,NFL,DB,1865575.6680650236,2803262.809009894,-0.3126245121393221,1625022.3136,2254047.8559978665,-0.2820771138057868
2510,D.J. Moore,987787.0,CAR,NFL,WR,1865575.6680650236,2803262.809009894,-0.3131310647163534,1993462.2663755459,3137065.53391795,-0.3205783416068889
2511,Adam Gotsis,986987.0,DEN,NFL,DL,1865575.6680650236,2803262.809009894,-0.31341644644989214,2077984.6077170419,3120634.2618199256,-0.3496076490170886
2512,Hayden Hurst,981638.0,BAL,NFL,TE,1865575.6680650236,2803262.809009894,-0.31532458006576575,1329269.2357723578,1544766.0487260278,-0.225038112443661
2513,Tyler Boyd,980769.0,CIN,NFL,WR,1865575.6680650236,2803262.809009894,-0.3156345759738222,1993462.2663755459,3137065.53391795,-0.32281546414198464
2514,Calvin Ridley,975487.0,ATL,NFL,WR,1865575.6680650236,2803262.809009894,-0.31751880886951195,1993462.2663755459,3137065.53391795,-0.32449920327426957
2515,Russell Shepard,975000.0,NYG,NFL,WR,1865575.6680650236,2803262.809009894,-0.31769253499980366,1993462.2663755459,3137065.53391795,-0.32465444389475856
2516,Austin Reiter,975000.0,KAN,NFL,OL,1865575.6680650236,2803262.809009894,-0.31769253499980366,2252093.4141104296,2819392.806415168,-0.45296753655771793
2517,Markus Golden,975000.0,NYG,NFL,DB,1865575.6680650236,2803262.809009894,-0.31769253499980366,1625022.3136,2254047.8559978665,-0.28837999684449256
2518,Spencer Pulley,975000.0,NYG,NFL,OL,1865575.6680650236,2803262.809009894,-0.31769253499980366,2252093.4141104296,2819392.806415168,-0.45296753655771793
2519,Tyus Bowser,971874.0,BAL,NFL,DB,1865575.6680650236,2803262.809009894,-0.3188076641236064,1625022.3136,2254047.8559978665,-0.2897668351903076
2520,Rashaad Penny,969338.0,SEA,NFL,RB,1865575.6680650236,2803262.809009894,-0.3197123242189243,1097152.980263158,1081426.387151682,-0.11819110554515304
2521,Terrell Edmunds,966263.0,PIT,NFL,DB,1865575.6680650236,2803262.809009894,-0.32080926025721396,1625022.3136,2254047.8559978665,-0.29225613460117394
2522,Joe Mixon,960470.0,CIN,NFL,RB,1865575.6680650236,2803262.809009894,-0.3228757807352015,1097152.980263158,1081426.387151682,-0.1263913863089293
2523,Ryan Anderson,949066.0,WAS,NFL,DB,1865575.6680650236,2803262.809009894,-0.3269438973467967,1625022.3136,2254047.8559978665,-0.299885520088372
2524,Taven Bryan,941589.0,JAX,NFL,DL,1865575.6680650236,2803262.809009894,-0.3296111463738834,2077984.6077170419,3120634.2618199256,-0.36415533265801747
2525,James Bradberry,940114.0,CAR,NFL,DB,1865575.6680650236,2803262.809009894,-0.3301373189450955,1625022.3136,2254047.8559978665,-0.3038570418003797
2526,Mario Edwards,935000.0,NOR,NFL,DL,1865575.6680650236,2803262.809009894,-0.3319616216767421,2077984.6077170419,3120634.2618199256,-0.3662667624018406
2527,Jake McQuaide,930000.0,LAR,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2528,Fletcher Cox,930000.0,PHI,NFL,DL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2077984.6077170419,3120634.2618199256,-0.3678690007868938
2529,Anthony Sherman,930000.0,KAN,NFL,RB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1097152.980263158,1081426.387151682,-0.154567136745585
2530,Chris Clark,930000.0,HOU,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2531,Jason Kelce,930000.0,PHI,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2532,Dwayne Harris,930000.0,OAK,NFL,WR,1865575.6680650236,2803262.809009894,-0.33374525751135936,1993462.2663755459,3137065.53391795,-0.33899905975102934
2533,Pernell McPhee,930000.0,BAL,NFL,DL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2077984.6077170419,3120634.2618199256,-0.3678690007868938
2534,Colin Jones,930000.0,CAR,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2535,Kurt Coleman,930000.0,BUF,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2536,Lance Kendricks,930000.0,LAC,NFL,TE,1865575.6680650236,2803262.809009894,-0.33374525751135936,1329269.2357723578,1544766.0487260278,-0.2584658279495695
2537,Andrew Sendejo,930000.0,2TM,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2538,Ted Larsen,930000.0,CHI,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2539,Terrell McClain,930000.0,2TM,NFL,DL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2077984.6077170419,3120634.2618199256,-0.3678690007868938
2540,Corey Liuget,930000.0,2TM,NFL,DL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2077984.6077170419,3120634.2618199256,-0.3678690007868938
2541,Bilal Powell,930000.0,NYJ,NFL,RB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1097152.980263158,1081426.387151682,-0.154567136745585
2542,Kyle Love,930000.0,CAR,NFL,DL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2077984.6077170419,3120634.2618199256,-0.3678690007868938
2543,Nigel Bradham,930000.0,PHI,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2544,J'Marcus Webb,930000.0,MIA,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2545,Aaron Brewer,930000.0,ARI,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2546,Nick Bellore,930000.0,SEA,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2547,Nick Sundberg,930000.0,WAS,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2548,Adrian Clayborn,930000.0,ATL,NFL,DL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2077984.6077170419,3120634.2618199256,-0.3678690007868938
2549,Sam Acho,930000.0,TAM,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2550,Darian Stewart,930000.0,TAM,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2551,Josh Bellamy,930000.0,NYJ,NFL,WR,1865575.6680650236,2803262.809009894,-0.33374525751135936,1993462.2663755459,3137065.53391795,-0.33899905975102934
2552,Alfred Morris,930000.0,ARI,NFL,RB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1097152.980263158,1081426.387151682,-0.154567136745585
2553,Josh Harris,930000.0,ATL,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2554,Jon Weeks,930000.0,HOU,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2555,Marcus Sherels,930000.0,2TM,NFL,DB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1625022.3136,2254047.8559978665,-0.3083440805174537
2556,Taiwan Jones,930000.0,HOU,NFL,RB,1865575.6680650236,2803262.809009894,-0.33374525751135936,1097152.980263158,1081426.387151682,-0.154567136745585
2557,Bryan Anger,930000.0,HOU,NFL,P,1865575.6680650236,2803262.809009894,-0.33374525751135936,1253888.888888889,899620.6431531581,-0.3600282978763836
2558,John Jerry,930000.0,CIN,NFL,OL,1865575.6680650236,2803262.809009894,-0.33374525751135936,2252093.4141104296,2819392.806415168,-0.46892842001376145
2559,Mike Hughes,928522.0,MIN,NFL,DB,1865575.6680650236,2803262.809009894,-0.33427250026407224,1625022.3136,2254047.8559978665,-0.3089997897545345
2560,DeMarcus Walker,926260.0,DEN,NFL,DL,1865575.6680650236,2803262.809009894,-0.3350794171156531,2077984.6077170419,3120634.2618199256,-0.3690674750989135
2561,Cody Latimer,925000.0,NYG,NFL,WR,1865575.6680650236,2803262.809009894,-0.3355288933459767,1993462.2663755459,3137065.53391795,-0.34059290595728164
2562,Sony Michel,917577.0,NWE,NFL,RB,1865575.6680650236,2803262.809009894,-0.3381768791060495,1097152.980263158,1081426.387151682,-0.16605474251107807
2563,Lamar Jackson,910529.0,BAL,NFL,QB,1865575.6680650236,2803262.809009894,-0.34069109217852606,3956138.3194444445,6352384.894333265,-0.4794434484222333
2564,Foster Moreau,910000.0,OAK,NFL,TE,1865575.6680650236,2803262.809009894,-0.34087980084982855,1329269.2357723578,1544766.0487260278,-0.2714127722564398
2565,Shamar Stephen,900000.0,MIN,NFL,DL,1865575.6680650236,2803262.809009894,-0.34444707251906315,2077984.6077170419,3120634.2618199256,-0.37748243109721286
2566,Tyler Larsen,900000.0,CAR,NFL,OL,1865575.6680650236,2803262.809009894,-0.34444707251906315,2252093.4141104296,2819392.806415168,-0.47956900898445715
2567,Ryan Allen,900000.0,ATL,NFL,P,1865575.6680650236,2803262.809009894,-0.34444707251906315,1253888.888888889,899620.6431531581,-0.39337568738808976
2568,Darren Fells,900000.0,HOU,NFL,TE,1865575.6680650236,2803262.809009894,-0.34444707251906315,1329269.2357723578,1544766.0487260278,-0.27788624440987497
2569,John Miller,900000.0,CIN,NFL,OL,1865575.6680650236,2803262.809009894,-0.34444707251906315,2252093.4141104296,2819392.806415168,-0.47956900898445715
2570,Christopher Milton,900000.0,TEN,NFL,DB,1865575.6680650236,2803262.809009894,-0.34444707251906315,1625022.3136,2254047.8559978665,-0.3216534696327611
2571,Jamie Collins,900000.0,NWE,NFL,DB,1865575.6680650236,2803262.809009894,-0.34444707251906315,1625022.3136,2254047.8559978665,-0.3216534696327611
2572,Bobby Hart,900000.0,CIN,NFL,OL,1865575.6680650236,2803262.809009894,-0.34444707251906315,2252093.4141104296,2819392.806415168,-0.47956900898445715
2573,John Simon,900000.0,NWE,NFL,DL,1865575.6680650236,2803262.809009894,-0.34444707251906315,2077984.6077170419,3120634.2618199256,-0.37748243109721286
2574,Preston Brown,900000.0,2TM,NFL,DB,1865575.6680650236,2803262.809009894,-0.34444707251906315,1625022.3136,2254047.8559978665,-0.3216534696327611
2575,Josh Mauro,900000.0,OAK,NFL,DL,1865575.6680650236,2803262.809009894,-0.34444707251906315,2077984.6077170419,3120634.2618199256,-0.37748243109721286
2576,Kerry Wynn,900000.0,CIN,NFL,DL,1865575.6680650236,2803262.809009894,-0.34444707251906315,2077984.6077170419,3120634.2618199256,-0.37748243109721286
2577,Raekwon McMillan,892049.0,MIA,NFL,DB,1865575.6680650236,2803262.809009894,-0.3472834102232716,1625022.3136,2254047.8559978665,-0.3251809013946214
2578,Dalvin Tomlinson,880646.0,NYG,NFL,DL,1865575.6680650236,2803262.809009894,-0.35135117010769984,2077984.6077170419,3120634.2618199256,-0.38368437543807676
2579,Zach Cunningham,871522.0,HOU,NFL,DB,1865575.6680650236,2803262.809009894,-0.3546059487787095,1625022.3136,2254047.8559978665,-0.3342876290736186
2580,Ethan Pocic,865821.0,SEA,NFL,OL,1865575.6680650236,2803262.809009894,-0.35663965035734013,2252093.4141104296,2819392.806415168,-0.49169183199877076
2581,Chidobe Awuzie,854417.0,DAL,NFL,DB,1865575.6680650236,2803262.809009894,-0.36070776696893525,1625022.3136,2254047.8559978665,-0.34187619910086303
2582,D.J. Fluker,850000.0,SEA,NFL,OL,1865575.6680650236,2803262.809009894,-0.3622834308652362,2252093.4141104296,2819392.806415168,-0.4973033239356166
2583,Cassius Marsh,850000.0,ARI,NFL,DL,1865575.6680650236,2803262.809009894,-0.3622834308652362,2077984.6077170419,3120634.2618199256,-0.39350481494774475
2584,P.J. Williams,850000.0,NOR,NFL,DB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1625022.3136,2254047.8559978665,-0.3438357848249401
2585,Chris Banjo,850000.0,ARI,NFL,DB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1625022.3136,2254047.8559978665,-0.3438357848249401
2586,Maurice Alexander,850000.0,BUF,NFL,DB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1625022.3136,2254047.8559978665,-0.3438357848249401
2587,David Mayo,850000.0,NYG,NFL,DB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1625022.3136,2254047.8559978665,-0.3438357848249401
2588,Tyrann Mathieu,850000.0,KAN,NFL,DB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1625022.3136,2254047.8559978665,-0.3438357848249401
2589,Denzel Perryman,850000.0,LAC,NFL,DB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1625022.3136,2254047.8559978665,-0.3438357848249401
2590,Neiko Thorpe,850000.0,SEA,NFL,DB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1625022.3136,2254047.8559978665,-0.3438357848249401
2591,Wil Lutz,850000.0,NOR,NFL,K,1865575.6680650236,2803262.809009894,-0.3622834308652362,1358363.6363636365,1059320.3545841847,-0.4798960334932718
2592,Josh Hill,850000.0,NOR,NFL,TE,1865575.6680650236,2803262.809009894,-0.3622834308652362,1329269.2357723578,1544766.0487260278,-0.31025360517705075
2593,Zach Line,850000.0,NOR,NFL,RB,1865575.6680650236,2803262.809009894,-0.3622834308652362,1097152.980263158,1081426.387151682,-0.228543508092236
2594,Brent Urban,850000.0,2TM,NFL,DL,1865575.6680650236,2803262.809009894,-0.3622834308652362,2077984.6077170419,3120634.2618199256,-0.39350481494774475
2595,Preston Smith,850000.0,GNB,NFL,DL,1865575.6680650236,2803262.809009894,-0.3622834308652362,2077984.6077170419,3120634.2618199256,-0.39350481494774475
2596,Josh Jones,849856.0,DAL,NFL,DB,1865575.6680650236,2803262.809009894,-0.36233479957727316,1625022.3136,2254047.8559978665,-0.3438996698926936
2597,JuJu Smith-Schuster,846434.0,PIT,NFL,WR,1865575.6680650236,2803262.809009894,-0.36355551994248525,1993462.2663755459,3137065.53391795,-0.3656373301653654
2598,Dion Dawkins,845294.0,BUF,NFL,OL,1865575.6680650236,2803262.809009894,-0.363962188912778,2252093.4141104296,2819392.806415168,-0.49897247765881975
2599,Taylor Moton,843014.0,CAR,NFL,OL,1865575.6680650236,2803262.809009894,-0.36477552685336345,2252093.4141104296,2819392.806415168,-0.4997811624205926
2600,Tanoh Kpassagnon,832838.0,KAN,NFL,DL,1865575.6680650236,2803262.809009894,-0.3684055825039766,2077984.6077170419,3120634.2618199256,-0.3990043379806013
2601,Chris Hogan,825000.0,CAR,NFL,WR,1865575.6680650236,2803262.809009894,-0.3712016100383227,1993462.2663755459,3137065.53391795,-0.3724698300823278
2602,Olsen Pierre,825000.0,NYG,NFL,DL,1865575.6680650236,2803262.809009894,-0.3712016100383227,2077984.6077170419,3120634.2618199256,-0.4015160068730107
2603,Maxx Crosby,822500.0,OAK,NFL,DL,1865575.6680650236,2803262.809009894,-0.37209342795563133,2077984.6077170419,3120634.2618199256,-0.40231712606553727
2604,Austin Corbett,821745.0,2TM,NFL,OL,1865575.6680650236,2803262.809009894,-0.37236275696665855,2252093.4141104296,2819392.806415168,-0.5073249853145169
2605,Larry Ogunjobi,820200.0,CLE,NFL,DL,1865575.6680650236,2803262.809009894,-0.3729139004395553,2077984.6077170419,3120634.2618199256,-0.40305415572266173
2606,Jonathan Bullard,820000.0,ARI,NFL,DL,1865575.6680650236,2803262.809009894,-0.37298524587293996,2077984.6077170419,3120634.2618199256,-0.4031182452580639
2607,James Winchester,820000.0,KAN,NFL,OL,1865575.6680650236,2803262.809009894,-0.37298524587293996,2252093.4141104296,2819392.806415168,-0.5079439129063124
2608,Will Hernandez,818670.0,NYG,NFL,OL,1865575.6680650236,2803262.809009894,-0.3734596930049482,2252093.4141104296,2819392.806415168,-0.5084156456840131
2609,Nick Chubb,815595.0,CLE,NFL,RB,1865575.6680650236,2803262.809009894,-0.37455662904323783,1097152.980263158,1081426.387151682,-0.2603579712945051
2610,Ahkello Witherspoon,815375.0,SFO,NFL,DB,1865575.6680650236,2803262.809009894,-0.374635109019961,1625022.3136,2254047.8559978665,-0.35919703809552406
2611,Dru Samia,812500.0,MIN,NFL,OL,1865575.6680650236,2803262.809009894,-0.3756606996248659,2252093.4141104296,2819392.806415168,-0.5106040601489862
2612,Justice Hill,812500.0,BAL,NFL,RB,1865575.6680650236,2803262.809009894,-0.3756606996248659,1097152.980263158,1081426.387151682,-0.26321993216097866
2613,Dawuane Smoot,812500.0,JAX,NFL,DL,1865575.6680650236,2803262.809009894,-0.3756606996248659,2077984.6077170419,3120634.2618199256,-0.40552160283564365
2614,Cooper Kupp,811000.0,LAR,NFL,WR,1865575.6680650236,2803262.809009894,-0.37619579037525114,1993462.2663755459,3137065.53391795,-0.3769325994598343
2615,Pat Elflein,809500.0,MIN,NFL,OL,1865575.6680650236,2803262.809009894,-0.3767308811256363,2252093.4141104296,2819392.806415168,-0.5116681190460558
2616,Darius Leonard,809446.0,IND,NFL,DB,1865575.6680650236,2803262.809009894,-0.3767501443926502,1625022.3136,2254047.8559978665,-0.3618274170310127
2617,Alvin Kamara,807500.0,NOR,NFL,RB,1865575.6680650236,2803262.809009894,-0.37744433545948325,1097152.980263158,1081426.387151682,-0.2678434553701443
2618,Braden Smith,806986.0,IND,NFL,OL,1865575.6680650236,2803262.809009894,-0.3776276932232819,2252093.4141104296,2819392.806415168,-0.5125598004018
2619,Anthony Chickillo,806000.0,PIT,NFL,DL,1865575.6680650236,2803262.809009894,-0.3779794262098684,2077984.6077170419,3120634.2618199256,-0.4076045127362128
2620,LaRoy Reynolds,805000.0,CIN,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2621,Ryan Grant,805000.0,OAK,NFL,WR,1865575.6680650236,2803262.809009894,-0.3783361533767919,1993462.2663755459,3137065.53391795,-0.3788452149073371
2622,Michael Ola,805000.0,NOR,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2623,T.J. Jones,805000.0,NYG,NFL,WR,1865575.6680650236,2803262.809009894,-0.3783361533767919,1993462.2663755459,3137065.53391795,-0.3788452149073371
2624,Ben Garland,805000.0,SFO,NFL,DL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2077984.6077170419,3120634.2618199256,-0.4079249604132234
2625,Tyeler Davison,805000.0,ATL,NFL,DL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2077984.6077170419,3120634.2618199256,-0.4079249604132234
2626,Cairo Santos,805000.0,TEN,NFL,K,1865575.6680650236,2803262.809009894,-0.3783361533767919,1358363.6363636365,1059320.3545841847,-0.5223761008357556
2627,Caraun Reid,805000.0,ARI,NFL,DL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2077984.6077170419,3120634.2618199256,-0.4079249604132234
2628,Cornelius Lucas,805000.0,CHI,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2629,Kevin Minter,805000.0,TAM,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2630,Greg Van Roten,805000.0,CAR,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2631,Nate Orchard,805000.0,WAS,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2632,Nick Williams,805000.0,CHI,NFL,DL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2077984.6077170419,3120634.2618199256,-0.4079249604132234
2633,T.Y. McGill,805000.0,LAC,NFL,DL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2077984.6077170419,3120634.2618199256,-0.4079249604132234
2634,Ramik Wilson,805000.0,ARI,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2635,Levine Toilolo,805000.0,SFO,NFL,TE,1865575.6680650236,2803262.809009894,-0.3783361533767919,1329269.2357723578,1544766.0487260278,-0.339384229867509
2636,Joe Cardona,805000.0,NWE,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2637,Brynden Trawick,805000.0,BAL,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2638,Kenjon Barner,805000.0,ATL,NFL,RB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1097152.980263158,1081426.387151682,-0.27015521697472716
2639,Kemal Ishmael,805000.0,ATL,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2640,Josh Robinson,805000.0,JAX,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2641,Javorius Allen,805000.0,NYG,NFL,RB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1097152.980263158,1081426.387151682,-0.27015521697472716
2642,Bennie Fowler,805000.0,NYG,NFL,WR,1865575.6680650236,2803262.809009894,-0.3783361533767919,1993462.2663755459,3137065.53391795,-0.3788452149073371
2643,Ty Montgomery,805000.0,NYJ,NFL,RB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1097152.980263158,1081426.387151682,-0.27015521697472716
2644,Benson Mayowa,805000.0,OAK,NFL,DL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2077984.6077170419,3120634.2618199256,-0.4079249604132234
2645,Jamar Taylor,805000.0,2TM,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2646,Justin Hardy,805000.0,ATL,NFL,WR,1865575.6680650236,2803262.809009894,-0.3783361533767919,1993462.2663755459,3137065.53391795,-0.3788452149073371
2647,William Compton,805000.0,OAK,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2648,Jordan Richards,805000.0,2TM,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2649,Kayvon Webster,805000.0,WAS,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2650,Lane Johnson,805000.0,PHI,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2651,Kevin Pierre-Louis,805000.0,CHI,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2652,Xavier Su'a-Filo,805000.0,DAL,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2653,Cedric Ogbuehi,805000.0,JAX,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2654,Richard Rodgers,805000.0,PHI,NFL,TE,1865575.6680650236,2803262.809009894,-0.3783361533767919,1329269.2357723578,1544766.0487260278,-0.339384229867509
2655,Ryan Griffin,805000.0,TAM,NFL,QB,1865575.6680650236,2803262.809009894,-0.3783361533767919,3956138.3194444445,6352384.894333265,-0.4960559493577699
2656,Justin Coleman,805000.0,DET,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2657,David Fales,805000.0,NYJ,NFL,QB,1865575.6680650236,2803262.809009894,-0.3783361533767919,3956138.3194444445,6352384.894333265,-0.4960559493577699
2658,Tyler Shatley,805000.0,JAX,NFL,OL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2252093.4141104296,2819392.806415168,-0.5132642073916601
2659,Trey Flowers,805000.0,DET,NFL,DL,1865575.6680650236,2803262.809009894,-0.3783361533767919,2077984.6077170419,3120634.2618199256,-0.4079249604132234
2660,Terrence Brooks,805000.0,NWE,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
2661,James O'Shaughnessy,805000.0,JAX,NFL,TE,1865575.6680650236,2803262.809009894,-0.3783361533767919,1329269.2357723578,1544766.0487260278,-0.339384229867509
2662,Johnathan Cyprien,805000.0,2TM,NFL,DB,1865575.6680650236,2803262.809009894,-0.3783361533767919,1625022.3136,2254047.8559978665,-0.3637998684979012
