,Player,Salary,Team,League,Position,Salary_mean,Salary_std_dev,Z_Score,Salary_pos_mean,Salary_pos_std_dev,Pos_Z_Score
0,Mitch Marner,16000000.0,TOR,NHL,RW,3427411.3242009133,2909250.513300006,4.321590257807608,3964828.7671232875,3344184.4039931404,3.598836002735392
1,John Tavares,15900000.0,TOR,NHL,C,3427411.3242009133,2909250.513300006,4.287217143652317,3643020.565217391,3141688.718201607,3.901398430650016
2,Auston Matthews,15900000.0,TOR,NHL,C,3427411.3242009133,2909250.513300006,4.287217143652317,3643020.565217391,3141688.718201607,3.901398430650016
3,Connor McDavid,15000000.0,EDM,NHL,C,3427411.3242009133,2909250.513300006,3.9778591162546975,3643020.565217391,3141688.718201607,3.614928292858903
4,Carey Price,15000000.0,MTL,NHL,G,3427411.3242009133,2909250.513300006,3.9778591162546975,3559541.6666666665,2802129.165189206,4.082773369428475
5,Artemi Panarin,14000000.0,NYR,NHL,LW,3427411.3242009133,2909250.513300006,3.6341279747017876,3241309.4660194176,2842937.043992421,3.7843576440482245
6,Tyler Seguin,13500000.0,DAL,NHL,C,3427411.3242009133,2909250.513300006,3.4622624039253327,3643020.565217391,3141688.718201607,3.1374780632070474
7,Jamie Benn,13000000.0,DAL,NHL,LW,3427411.3242009133,2909250.513300006,3.2903968331488778,3241309.4660194176,2842937.043992421,3.432608736307492
8,Jacob Trouba,12000000.0,NYR,NHL,D,3427411.3242009133,2909250.513300006,2.946665691595968,3088056.579439252,2532520.1975314417,3.5190019132908037
9,Drew Doughty,12000000.0,LAK,NHL,D,3427411.3242009133,2909250.513300006,2.946665691595968,3088056.579439252,2532520.1975314417,3.5190019132908037
10,Nikita Kucherov,12000000.0,TBL,NHL,RW,3427411.3242009133,2909250.513300006,2.946665691595968,3964828.7671232875,3344184.4039931404,2.402729712895699
11,Mikko Rantanen,12000000.0,COL,NHL,RW,3427411.3242009133,2909250.513300006,2.946665691595968,3964828.7671232875,3344184.4039931404,2.402729712895699
12,Mark Stone,12000000.0,VEG,NHL,RW,3427411.3242009133,2909250.513300006,2.946665691595968,3964828.7671232875,3344184.4039931404,2.402729712895699
15,Sebastian Aho,12000000.0,CAR,NHL,C,3427411.3242009133,2909250.513300006,2.946665691595968,3643020.565217391,3141688.718201607,2.6600278335551923
16,John Carlson,12000000.0,WSH,NHL,D,3427411.3242009133,2909250.513300006,2.946665691595968,3088056.579439252,2532520.1975314417,3.5190019132908037
17,Sergei Bobrovsky,11500000.0,FLA,NHL,G,3427411.3242009133,2909250.513300006,2.774800120819513,3559541.6666666665,2802129.165189206,2.833723167360551
18,Anze Kopitar,11000000.0,LAK,NHL,C,3427411.3242009133,2909250.513300006,2.602934550043058,3643020.565217391,3141688.718201607,2.3417276804539555
19,Max Pacioretty,10500000.0,VEG,NHL,LW,3427411.3242009133,2909250.513300006,2.431068979266603,3241309.4660194176,2842937.043992421,2.5532364669556618
20,Jeff Skinner,10000000.0,BUF,NHL,C,3427411.3242009133,2909250.513300006,2.2592034084901482,3643020.565217391,3141688.718201607,2.0234275273527187
21,P.K. Subban,10000000.0,NJD,NHL,D,3427411.3242009133,2909250.513300006,2.2592034084901482,3088056.579439252,2532520.1975314417,2.729274746672552
22,Jack Eichel,10000000.0,BUF,NHL,C,3427411.3242009133,2909250.513300006,2.2592034084901482,3643020.565217391,3141688.718201607,2.0234275273527187
23,Blake Wheeler,10000000.0,WPG,NHL,RW,3427411.3242009133,2909250.513300006,2.2592034084901482,3964828.7671232875,3344184.4039931404,1.8046765679758525
24,Matt Duchene,10000000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,2.2592034084901482,3643020.565217391,3141688.718201607,2.0234275273527187
27,Brent Burns,10000000.0,SJS,NHL,D,3427411.3242009133,2909250.513300006,2.2592034084901482,3088056.579439252,2532520.1975314417,2.729274746672552
28,Logan Couture,10000000.0,SJS,NHL,C,3427411.3242009133,2909250.513300006,2.2592034084901482,3643020.565217391,3141688.718201607,2.0234275273527187
29,Alex Ovechkin,10000000.0,WSH,NHL,LW,3427411.3242009133,2909250.513300006,2.2592034084901482,3241309.4660194176,2842937.043992421,2.3773620130852957
30,Jonathan Toews,9800000.0,CHI,NHL,C,3427411.3242009133,2909250.513300006,2.1904571801795663,3643020.565217391,3141688.718201607,1.9597674967324712
31,Patrick Kane,9800000.0,CHI,NHL,RW,3427411.3242009133,2909250.513300006,2.1904571801795663,3964828.7671232875,3344184.4039931404,1.7448712534838677
32,Steven Stamkos,9500000.0,TBL,NHL,C,3427411.3242009133,2909250.513300006,2.0873378377136933,3643020.565217391,3141688.718201607,1.8642774508021
33,Vladimir Tarasenko,9500000.0,STL,NHL,RW,3427411.3242009133,2909250.513300006,2.0873378377136933,3964828.7671232875,3344184.4039931404,1.6551632817458908
34,Evgeni Malkin,9500000.0,PIT,NHL,C,3427411.3242009133,2909250.513300006,2.0873378377136933,3643020.565217391,3141688.718201607,1.8642774508021
35,Jakub Voracek,9250000.0,PHI,NHL,RW,3427411.3242009133,2909250.513300006,2.001405052325466,3964828.7671232875,3344184.4039931404,1.5804066386309101
36,Leon Draisaitl,9000000.0,EDM,NHL,C,3427411.3242009133,2909250.513300006,1.9154722669372384,3643020.565217391,3141688.718201607,1.7051273742514816
37,Kevin Hayes,9000000.0,PHI,NHL,RW,3427411.3242009133,2909250.513300006,1.9154722669372384,3964828.7671232875,3344184.4039931404,1.5056499955159293
40,Sidney Crosby,9000000.0,PIT,NHL,C,3427411.3242009133,2909250.513300006,1.9154722669372384,3643020.565217391,3141688.718201607,1.7051273742514816
41,Anders Lee,9000000.0,NYI,NHL,C,3427411.3242009133,2909250.513300006,1.9154722669372384,3643020.565217391,3141688.718201607,1.7051273742514816
42,Aaron Ekblad,9000000.0,FLA,NHL,D,3427411.3242009133,2909250.513300006,1.9154722669372384,3088056.579439252,2532520.1975314417,2.3344111633634266
43,Ryan Suter,9000000.0,MIN,NHL,D,3427411.3242009133,2909250.513300006,1.9154722669372384,3088056.579439252,2532520.1975314417,2.3344111633634266
44,Zach Parise,9000000.0,MIN,NHL,LW,3427411.3242009133,2909250.513300006,1.9154722669372384,3241309.4660194176,2842937.043992421,2.0256131053445636
45,William Nylander,9000000.0,TOR,NHL,C,3427411.3242009133,2909250.513300006,1.9154722669372384,3643020.565217391,3141688.718201607,1.7051273742514816
46,Nate Schmidt,8800000.0,VEG,NHL,D,3427411.3242009133,2909250.513300006,1.8467260386266564,3088056.579439252,2532520.1975314417,2.2554384467016013
47,Marc-Andre Fleury,8500000.0,VEG,NHL,G,3427411.3242009133,2909250.513300006,1.7436066961607835,3559541.6666666665,2802129.165189206,1.763108708445188
48,Ryan McDonagh,8400000.0,TBL,NHL,D,3427411.3242009133,2909250.513300006,1.7092335820054925,3088056.579439252,2532520.1975314417,2.097493013377951
49,Evgeny Kuznetsov,8400000.0,WSH,NHL,C,3427411.3242009133,2909250.513300006,1.7092335820054925,3643020.565217391,3141688.718201607,1.5141472823907396
50,Ryan Getzlaf,8275000.0,ANA,NHL,C,3427411.3242009133,2909250.513300006,1.6662671893113787,3643020.565217391,3141688.718201607,1.474359763253085
51,Joe Pavelski,8000000.0,DAL,NHL,C,3427411.3242009133,2909250.513300006,1.5717411253843285,3643020.565217391,3141688.718201607,1.3868272211502448
52,James van Riemsdyk,8000000.0,PHI,NHL,LW,3427411.3242009133,2909250.513300006,1.5717411253843285,3241309.4660194176,2842937.043992421,1.6738641976038313
53,Brock Nelson,8000000.0,NYI,NHL,C,3427411.3242009133,2909250.513300006,1.5717411253843285,3643020.565217391,3141688.718201607,1.3868272211502448
54,Oliver Ekman-Larsson,8000000.0,ARI,NHL,D,3427411.3242009133,2909250.513300006,1.5717411253843285,3088056.579439252,2532520.1975314417,1.9395475800543007
55,Victor Hedman,8000000.0,TBL,NHL,D,3427411.3242009133,2909250.513300006,1.5717411253843285,3088056.579439252,2532520.1975314417,1.9395475800543007
56,Nicklas Backstrom,8000000.0,WSH,NHL,C,3427411.3242009133,2909250.513300006,1.5717411253843285,3643020.565217391,3141688.718201607,1.3868272211502448
57,Evander Kane,8000000.0,SJS,NHL,LW,3427411.3242009133,2909250.513300006,1.5717411253843285,3241309.4660194176,2842937.043992421,1.6738641976038313
58,Claude Giroux,8000000.0,PHI,NHL,LW,3427411.3242009133,2909250.513300006,1.5717411253843285,3241309.4660194176,2842937.043992421,1.6738641976038313
59,Ryan Johansen,8000000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,1.5717411253843285,3643020.565217391,3141688.718201607,1.3868272211502448
60,Ryan Ellis,7700000.0,NSH,NHL,D,3427411.3242009133,2909250.513300006,1.4686217829184556,3088056.579439252,2532520.1975314417,1.821088505061563
61,Bobby Ryan,7500000.0,OTT,NHL,LW,3427411.3242009133,2909250.513300006,1.3998755546078736,3241309.4660194176,2842937.043992421,1.4979897437334653
62,Alex Pietrangelo,7500000.0,STL,NHL,D,3427411.3242009133,2909250.513300006,1.3998755546078736,3088056.579439252,2532520.1975314417,1.7421157883997378
63,Kyle Connor,7500000.0,WPG,NHL,LW,3427411.3242009133,2909250.513300006,1.3998755546078736,3241309.4660194176,2842937.043992421,1.4979897437334653
64,Brad Marchand,7500000.0,BOS,NHL,LW,3427411.3242009133,2909250.513300006,1.3998755546078736,3241309.4660194176,2842937.043992421,1.4979897437334653
65,Cam Fowler,7500000.0,ANA,NHL,D,3427411.3242009133,2909250.513300006,1.3998755546078736,3088056.579439252,2532520.1975314417,1.7421157883997378
66,Cam Atkinson,7375000.0,CBJ,NHL,RW,3427411.3242009133,2909250.513300006,1.3569091619137599,3964828.7671232875,3344184.4039931404,1.019731815268554
67,Kris Letang,7250000.0,PIT,NHL,D,3427411.3242009133,2909250.513300006,1.3139427692196461,3088056.579439252,2532520.1975314417,1.6433998925724567
68,Jordan Eberle,7250000.0,NYI,NHL,RW,3427411.3242009133,2909250.513300006,1.3139427692196461,3964828.7671232875,3344184.4039931404,0.9823534937110636
69,Marc-Edouard Vlasic,7250000.0,SJS,NHL,D,3427411.3242009133,2909250.513300006,1.3139427692196461,3088056.579439252,2532520.1975314417,1.6433998925724567
70,Tyler Myers,7000000.0,VAN,NHL,D,3427411.3242009133,2909250.513300006,1.2280099838314187,3088056.579439252,2532520.1975314417,1.544683996745175
71,Henrik Lundqvist,7000000.0,NYR,NHL,G,3427411.3242009133,2909250.513300006,1.2280099838314187,3559541.6666666665,2802129.165189206,1.2278014789875062
72,Jonathan Quick,7000000.0,LAK,NHL,G,3427411.3242009133,2909250.513300006,1.2280099838314187,3559541.6666666665,2802129.165189206,1.2278014789875062
73,Alexander Edler,7000000.0,VAN,NHL,D,3427411.3242009133,2909250.513300006,1.2280099838314187,3088056.579439252,2532520.1975314417,1.544683996745175
74,David Krejci,7000000.0,BOS,NHL,C,3427411.3242009133,2909250.513300006,1.2280099838314187,3643020.565217391,3141688.718201607,1.068527068049008
75,Jake Guentzel,7000000.0,PIT,NHL,C,3427411.3242009133,2909250.513300006,1.2280099838314187,3643020.565217391,3141688.718201607,1.068527068049008
76,Esa Lindell,7000000.0,DAL,NHL,D,3427411.3242009133,2909250.513300006,1.2280099838314187,3088056.579439252,2532520.1975314417,1.544683996745175
77,Dylan Larkin,7000000.0,DET,NHL,C,3427411.3242009133,2909250.513300006,1.2280099838314187,3643020.565217391,3141688.718201607,1.068527068049008
78,Aleksander Barkov,6900000.0,FLA,NHL,C,3427411.3242009133,2909250.513300006,1.1936368696761277,3643020.565217391,3141688.718201607,1.0366970527388841
79,David Pastrnak,6800000.0,BOS,NHL,RW,3427411.3242009133,2909250.513300006,1.1592637555208367,3964828.7671232875,3344184.4039931404,0.8477915361040982
80,Mark Scheifele,6750000.0,WPG,NHL,C,3427411.3242009133,2909250.513300006,1.1420771984431912,3643020.565217391,3141688.718201607,0.9889520297736987
81,Brandon Saad,6750000.0,CHI,NHL,LW,3427411.3242009133,2909250.513300006,1.1420771984431912,3241309.4660194176,2842937.043992421,1.2341780629279162
82,Sean Monahan,6750000.0,CGY,NHL,C,3427411.3242009133,2909250.513300006,1.1420771984431912,3643020.565217391,3141688.718201607,0.9889520297736987
83,Nathan MacKinnon,6750000.0,COL,NHL,C,3427411.3242009133,2909250.513300006,1.1420771984431912,3643020.565217391,3141688.718201607,0.9889520297736987
84,Johnny Gaudreau,6750000.0,CGY,NHL,LW,3427411.3242009133,2909250.513300006,1.1420771984431912,3241309.4660194176,2842937.043992421,1.2341780629279162
85,Ivan Provorov,6750000.0,PHI,NHL,D,3427411.3242009133,2909250.513300006,1.1420771984431912,3088056.579439252,2532520.1975314417,1.4459681009178937
86,Mark Giordano,6750000.0,CGY,NHL,D,3427411.3242009133,2909250.513300006,1.1420771984431912,3088056.579439252,2532520.1975314417,1.4459681009178937
87,Martin Jones,6750000.0,SJS,NHL,G,3427411.3242009133,2909250.513300006,1.1420771984431912,3559541.6666666665,2802129.165189206,1.1385836074112259
88,Alexander Radulov,6600000.0,DAL,NHL,RW,3427411.3242009133,2909250.513300006,1.0905175272102547,3964828.7671232875,3344184.4039931404,0.7879862216121135
89,Nikolaj Ehlers,6500000.0,WPG,NHL,LW,3427411.3242009133,2909250.513300006,1.0561444130549638,3241309.4660194176,2842937.043992421,1.1462408359927332
90,Mikael Granlund,6500000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,1.0561444130549638,3643020.565217391,3141688.718201607,0.9093769914983895
93,Paul Stastny,6500000.0,VEG,NHL,C,3427411.3242009133,2909250.513300006,1.0561444130549638,3643020.565217391,3141688.718201607,0.9093769914983895
94,T.J. Oshie,6500000.0,WSH,NHL,C,3427411.3242009133,2909250.513300006,1.0561444130549638,3643020.565217391,3141688.718201607,0.9093769914983895
95,Tuukka Rask,6500000.0,BOS,NHL,G,3427411.3242009133,2909250.513300006,1.0561444130549638,3559541.6666666665,2802129.165189206,1.0493657358349457
96,Dmitry Orlov,6500000.0,WSH,NHL,D,3427411.3242009133,2909250.513300006,1.0561444130549638,3088056.579439252,2532520.1975314417,1.3472522050906124
97,John Gibson,6400000.0,ANA,NHL,G,3427411.3242009133,2909250.513300006,1.0217712988996728,3559541.6666666665,2802129.165189206,1.0136785872044336
98,Yanni Gourde,6300000.0,TBL,NHL,C,3427411.3242009133,2909250.513300006,0.9873981847443818,3643020.565217391,3141688.718201607,0.8457169608781421
99,Jason Zucker,6250000.0,PIT,NHL,LW,3427411.3242009133,2909250.513300006,0.9702116276667363,3241309.4660194176,2842937.043992421,1.0583036090575502
100,Teuvo Teravainen,6250000.0,CAR,NHL,LW,3427411.3242009133,2909250.513300006,0.9702116276667363,3241309.4660194176,2842937.043992421,1.0583036090575502
101,Jonathan Huberdeau,6200000.0,FLA,NHL,C,3427411.3242009133,2909250.513300006,0.9530250705890908,3643020.565217391,3141688.718201607,0.8138869455680184
102,J.T. Miller,6000000.0,VAN,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
103,Kyle Okposo,6000000.0,BUF,NHL,RW,3427411.3242009133,2909250.513300006,0.8842788422785088,3964828.7671232875,3344184.4039931404,0.6085702781361596
104,Niklas Hjalmarsson,6000000.0,ARI,NHL,D,3427411.3242009133,2909250.513300006,0.8842788422785088,3088056.579439252,2532520.1975314417,1.1498204134360495
105,Ryan Nugent-Hopkins,6000000.0,EDM,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
106,Shea Weber,6000000.0,MTL,NHL,D,3427411.3242009133,2909250.513300006,0.8842788422785088,3088056.579439252,2532520.1975314417,1.1498204134360495
107,Nick Leddy,6000000.0,NYI,NHL,D,3427411.3242009133,2909250.513300006,0.8842788422785088,3088056.579439252,2532520.1975314417,1.1498204134360495
108,Gustav Nyquist,6000000.0,CBJ,NHL,RW,3427411.3242009133,2909250.513300006,0.8842788422785088,3964828.7671232875,3344184.4039931404,0.6085702781361596
111,Cory Schneider,6000000.0,NJD,NHL,G,3427411.3242009133,2909250.513300006,0.8842788422785088,3559541.6666666665,2802129.165189206,0.8709299926823852
112,Ryan O'Reilly,6000000.0,STL,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
113,Gabriel Landeskog,6000000.0,COL,NHL,LW,3427411.3242009133,2909250.513300006,0.8842788422785088,3241309.4660194176,2842937.043992421,0.970366382122367
114,Patrik Laine,6000000.0,WPG,NHL,RW,3427411.3242009133,2909250.513300006,0.8842788422785088,3964828.7671232875,3344184.4039931404,0.6085702781361596
115,Kyle Turris,6000000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
116,Erik Johnson,6000000.0,COL,NHL,D,3427411.3242009133,2909250.513300006,0.8842788422785088,3088056.579439252,2532520.1975314417,1.1498204134360495
117,Filip Forsberg,6000000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
118,Jordan Staal,6000000.0,CAR,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
119,Pekka Rinne,6000000.0,NSH,NHL,G,3427411.3242009133,2909250.513300006,0.8842788422785088,3559541.6666666665,2802129.165189206,0.8709299926823852
120,Connor Hellebuyck,6000000.0,WPG,NHL,G,3427411.3242009133,2909250.513300006,0.8842788422785088,3559541.6666666665,2802129.165189206,0.8709299926823852
121,Johnny Boychuk,6000000.0,NYI,NHL,D,3427411.3242009133,2909250.513300006,0.8842788422785088,3088056.579439252,2532520.1975314417,1.1498204134360495
122,Josh Bailey,6000000.0,NYI,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
123,Justin Schultz,6000000.0,PIT,NHL,D,3427411.3242009133,2909250.513300006,0.8842788422785088,3088056.579439252,2532520.1975314417,1.1498204134360495
124,Semyon Varlamov,6000000.0,NYI,NHL,G,3427411.3242009133,2909250.513300006,0.8842788422785088,3559541.6666666665,2802129.165189206,0.8709299926823852
125,Dougie Hamilton,6000000.0,CAR,NHL,D,3427411.3242009133,2909250.513300006,0.8842788422785088,3088056.579439252,2532520.1975314417,1.1498204134360495
126,Jonathan Marchessault,6000000.0,VEG,NHL,C,3427411.3242009133,2909250.513300006,0.8842788422785088,3643020.565217391,3141688.718201607,0.750226914947771
127,Phil Kessel,5950000.0,ARI,NHL,RW,3427411.3242009133,2909250.513300006,0.8670922852008633,3964828.7671232875,3344184.4039931404,0.5936189495131634
128,William Karlsson,5900000.0,VEG,NHL,C,3427411.3242009133,2909250.513300006,0.8499057281232179,3643020.565217391,3141688.718201607,0.7183968996376474
129,Mikael Backlund,5850000.0,CGY,NHL,C,3427411.3242009133,2909250.513300006,0.8327191710455724,3643020.565217391,3141688.718201607,0.7024818919825855
130,Nino Niederreiter,5850000.0,CAR,NHL,RW,3427411.3242009133,2909250.513300006,0.8327191710455724,3964828.7671232875,3344184.4039931404,0.5637162922671711
133,Elias Lindholm,5850000.0,CGY,NHL,C,3427411.3242009133,2909250.513300006,0.8327191710455724,3643020.565217391,3141688.718201607,0.7024818919825855
134,Adam Henrique,5825000.0,ANA,NHL,C,3427411.3242009133,2909250.513300006,0.8241258925067496,3643020.565217391,3141688.718201607,0.6945243881550546
135,Alex Goligoski,5800000.0,ARI,NHL,D,3427411.3242009133,2909250.513300006,0.8155326139679269,3088056.579439252,2532520.1975314417,1.0708476967742242
136,Bo Horvat,5775000.0,VAN,NHL,C,3427411.3242009133,2909250.513300006,0.8069393354291041,3643020.565217391,3141688.718201607,0.6786093804999928
137,Travis Zajac,5750000.0,NJD,NHL,C,3427411.3242009133,2909250.513300006,0.7983460568902814,3643020.565217391,3141688.718201607,0.6706518766724618
138,Jaden Schwartz,5750000.0,STL,NHL,C,3427411.3242009133,2909250.513300006,0.7983460568902814,3643020.565217391,3141688.718201607,0.6706518766724618
139,Matt Niskanen,5750000.0,PHI,NHL,D,3427411.3242009133,2909250.513300006,0.7983460568902814,3088056.579439252,2532520.1975314417,1.0511045176087679
140,Keith Yandle,5750000.0,FLA,NHL,D,3427411.3242009133,2909250.513300006,0.7983460568902814,3088056.579439252,2532520.1975314417,1.0511045176087679
141,James Neal,5750000.0,EDM,NHL,LW,3427411.3242009133,2909250.513300006,0.7983460568902814,3241309.4660194176,2842937.043992421,0.882429155187184
142,Mike Hoffman,5650000.0,FLA,NHL,C,3427411.3242009133,2909250.513300006,0.7639729427349904,3643020.565217391,3141688.718201607,0.6388218613623382
143,Colton Parayko,5525000.0,STL,NHL,D,3427411.3242009133,2909250.513300006,0.7210065500408767,3088056.579439252,2532520.1975314417,0.9622602113642147
144,Jonathan Drouin,5500000.0,MTL,NHL,LW,3427411.3242009133,2909250.513300006,0.7124132715020539,3241309.4660194176,2842937.043992421,0.794491928252001
145,Nick Foligno,5500000.0,CBJ,NHL,LW,3427411.3242009133,2909250.513300006,0.7124132715020539,3241309.4660194176,2842937.043992421,0.794491928252001
146,Dustin Brown,5500000.0,LAK,NHL,RW,3427411.3242009133,2909250.513300006,0.7124132715020539,3964828.7671232875,3344184.4039931404,0.4590569919061979
147,Ben Bishop,5500000.0,DAL,NHL,G,3427411.3242009133,2909250.513300006,0.7124132715020539,3559541.6666666665,2802129.165189206,0.6924942495298247
148,Anton Stralman,5500000.0,FLA,NHL,D,3427411.3242009133,2909250.513300006,0.7124132715020539,3088056.579439252,2532520.1975314417,0.9523886217814865
149,Jared Spurgeon,5500000.0,MIN,NHL,D,3427411.3242009133,2909250.513300006,0.7124132715020539,3088056.579439252,2532520.1975314417,0.9523886217814865
150,Tyler Johnson,5500000.0,TBL,NHL,C,3427411.3242009133,2909250.513300006,0.7124132715020539,3643020.565217391,3141688.718201607,0.5910768383971526
151,Jaccob Slavin,5500000.0,CAR,NHL,D,3427411.3242009133,2909250.513300006,0.7124132715020539,3088056.579439252,2532520.1975314417,0.9523886217814865
152,Frans Nielsen,5500000.0,DET,NHL,C,3427411.3242009133,2909250.513300006,0.7124132715020539,3643020.565217391,3141688.718201607,0.5910768383971526
153,Rasmus Ristolainen,5400000.0,BUF,NHL,D,3427411.3242009133,2909250.513300006,0.6780401573467629,3088056.579439252,2532520.1975314417,0.912902263450574
154,Seth Jones,5400000.0,CBJ,NHL,D,3427411.3242009133,2909250.513300006,0.6780401573467629,3088056.579439252,2532520.1975314417,0.912902263450574
155,Brady Skjei,5400000.0,CAR,NHL,D,3427411.3242009133,2909250.513300006,0.6780401573467629,3088056.579439252,2532520.1975314417,0.912902263450574
156,Mika Zibanejad,5350000.0,NYR,NHL,C,3427411.3242009133,2909250.513300006,0.6608536002691174,3643020.565217391,3141688.718201607,0.5433318154319671
157,Alexander Wennberg,5350000.0,CBJ,NHL,C,3427411.3242009133,2909250.513300006,0.6608536002691174,3643020.565217391,3141688.718201607,0.5433318154319671
158,Ondrej Palat,5300000.0,TBL,NHL,LW,3427411.3242009133,2909250.513300006,0.6436670431914719,3241309.4660194176,2842937.043992421,0.7241421467038546
159,Patric Hornqvist,5300000.0,PIT,NHL,RW,3427411.3242009133,2909250.513300006,0.6436670431914719,3964828.7671232875,3344184.4039931404,0.3992516774142133
160,Milan Lucic,5250000.0,CGY,NHL,LW,3427411.3242009133,2909250.513300006,0.6264804861138265,3241309.4660194176,2842937.043992421,0.706554701316818
161,Vincent Trocheck,5250000.0,CAR,NHL,C,3427411.3242009133,2909250.513300006,0.6264804861138265,3643020.565217391,3141688.718201607,0.5115018001218434
162,Brayden Point,5250000.0,TBL,NHL,C,3427411.3242009133,2909250.513300006,0.6264804861138265,3643020.565217391,3141688.718201607,0.5115018001218434
163,Shayne Gostisbehere,5250000.0,PHI,NHL,D,3427411.3242009133,2909250.513300006,0.6264804861138265,3088056.579439252,2532520.1975314417,0.8536727259542051
164,Jakob Silfverberg,5250000.0,ANA,NHL,LW,3427411.3242009133,2909250.513300006,0.6264804861138265,3241309.4660194176,2842937.043992421,0.706554701316818
165,Tyler Bozak,5250000.0,STL,NHL,C,3427411.3242009133,2909250.513300006,0.6264804861138265,3643020.565217391,3141688.718201607,0.5115018001218434
166,Hampus Lindholm,5250000.0,ANA,NHL,D,3427411.3242009133,2909250.513300006,0.6264804861138265,3088056.579439252,2532520.1975314417,0.8536727259542051
167,Jake Allen,5200000.0,STL,NHL,G,3427411.3242009133,2909250.513300006,0.609293929036181,3559541.6666666665,2802129.165189206,0.5854328036382884
168,Shea Theodore,5200000.0,VEG,NHL,D,3427411.3242009133,2909250.513300006,0.609293929036181,3088056.579439252,2532520.1975314417,0.8339295467887489
169,Mikko Koskinen,5200000.0,EDM,NHL,G,3427411.3242009133,2909250.513300006,0.609293929036181,3559541.6666666665,2802129.165189206,0.5854328036382884
170,Justin Faulk,5151725.0,STL,NHL,D,3427411.3242009133,2909250.513300006,0.5927003081777142,3088056.579439252,2532520.1975314417,0.8148675073045007
171,Adam Larsson,5050000.0,EDM,NHL,D,3427411.3242009133,2909250.513300006,0.5577342578032445,3088056.579439252,2532520.1975314417,0.7747000092923799
172,Corey Crawford,5000000.0,CHI,NHL,G,3427411.3242009133,2909250.513300006,0.540547700725599,3559541.6666666665,2802129.165189206,0.5140585063772641
173,Andrew Ladd,5000000.0,NYI,NHL,LW,3427411.3242009133,2909250.513300006,0.540547700725599,3241309.4660194176,2842937.043992421,0.6186174743816348
174,Frederik Andersen,5000000.0,TOR,NHL,G,3427411.3242009133,2909250.513300006,0.540547700725599,3559541.6666666665,2802129.165189206,0.5140585063772641
175,Torey Krug,5000000.0,BOS,NHL,D,3427411.3242009133,2909250.513300006,0.540547700725599,3088056.579439252,2532520.1975314417,0.7549568301269237
176,Reilly Smith,5000000.0,VEG,NHL,RW,3427411.3242009133,2909250.513300006,0.540547700725599,3964828.7671232875,3344184.4039931404,0.30954370567623635
177,David Savard,5000000.0,CBJ,NHL,D,3427411.3242009133,2909250.513300006,0.540547700725599,3088056.579439252,2532520.1975314417,0.7549568301269237
178,John Klingberg,5000000.0,DAL,NHL,D,3427411.3242009133,2909250.513300006,0.540547700725599,3088056.579439252,2532520.1975314417,0.7549568301269237
179,Antti Raanta,5000000.0,ARI,NHL,G,3427411.3242009133,2909250.513300006,0.540547700725599,3559541.6666666665,2802129.165189206,0.5140585063772641
180,Morgan Rielly,5000000.0,TOR,NHL,D,3427411.3242009133,2909250.513300006,0.540547700725599,3088056.579439252,2532520.1975314417,0.7549568301269237
181,Derek Stepan,5000000.0,ARI,NHL,C,3427411.3242009133,2909250.513300006,0.540547700725599,3643020.565217391,3141688.718201607,0.4319267618465342
182,Loui Eriksson,5000000.0,VAN,NHL,LW,3427411.3242009133,2909250.513300006,0.540547700725599,3241309.4660194176,2842937.043992421,0.6186174743816348
183,Mikko Koivu,5000000.0,MIN,NHL,C,3427411.3242009133,2909250.513300006,0.540547700725599,3643020.565217391,3141688.718201607,0.4319267618465342
184,Matthew Tkachuk,5000000.0,CGY,NHL,LW,3427411.3242009133,2909250.513300006,0.540547700725599,3241309.4660194176,2842937.043992421,0.6186174743816348
185,Mats Zuccarello,5000000.0,MIN,NHL,LW,3427411.3242009133,2909250.513300006,0.540547700725599,3241309.4660194176,2842937.043992421,0.6186174743816348
188,Marcus Johansson,5000000.0,BUF,NHL,C,3427411.3242009133,2909250.513300006,0.540547700725599,3643020.565217391,3141688.718201607,0.4319267618465342
191,Alexander Kerfoot,5000000.0,TOR,NHL,C,3427411.3242009133,2909250.513300006,0.540547700725599,3643020.565217391,3141688.718201607,0.4319267618465342
192,Braden Holtby,5000000.0,WSH,NHL,G,3427411.3242009133,2909250.513300006,0.540547700725599,3559541.6666666665,2802129.165189206,0.5140585063772641
